name,property_type,price,security_deposit,cleaning_fee,extra_people_fee,guests_included,minimum_nights,cancellation_policy,accommodates,bedrooms,beds,bed_type,bathrooms,country,number_of_reviews,review_scores_rating
"Amazing NEW Food Lover Balcony, close to FIRA, MWC",Apartment,84.0,250.0,69.0,25.0,2.0,4,strict_14_with_grace_period,4,2.0,2.0,Real Bed,1.0,Spain,130,95.0
MONTJUIC FOUNTAINS APARTMENT,Apartment,85.0,300.0,50.0,0.0,6.0,1,strict_14_with_grace_period,6,4.0,6.0,Real Bed,2.0,Spain,43,87.0
Conveniently located apartment,Apartment,793.0,2000.0,0.0,0.0,1.0,3,moderate,2,1.0,1.0,Real Bed,1.0,Hong Kong,1,
2 Bedroom in The East Village!,Apartment,125.0,0.0,0.0,0.0,1.0,1,flexible,4,2.0,3.0,Airbed,1.0,United States,19,88.0
,Apartment,40.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Spain,0,
Room 1 near Jordan Mtr station 1min,Apartment,400.0,0.0,50.0,0.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Hong Kong,105,88.0
Room 3 near Jardan mtr station 1min,Apartment,298.0,0.0,50.0,0.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Hong Kong,139,89.0
Bundeena Garden Studio near beaches,Cabin,109.0,200.0,30.0,0.0,1.0,2,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Australia,230,98.0
NEW FLAT + PRIVATE ROOFTOP IN SAY YING PUN,Apartment,903.0,1000.0,0.0,100.0,3.0,4,strict_14_with_grace_period,5,2.0,2.0,Real Bed,1.0,Hong Kong,3,90.0
2 confortables habitaciones en el centro de BCN!,Apartment,35.0,0.0,20.0,22.0,1.0,1,moderate,3,2.0,2.0,Real Bed,1.0,Spain,54,95.0
Bright PrivateRm 1 min to JordanMTR,Hostel,447.0,0.0,50.0,0.0,1.0,2,strict_14_with_grace_period,1,1.0,1.0,Real Bed,1.0,Hong Kong,203,96.0
Room in the very ♥ of BCN - Unbeatable location,Condominium,40.0,90.0,10.0,0.0,1.0,2,strict_14_with_grace_period,2,1.0,2.0,Real Bed,1.0,Spain,122,78.0
Triple room Barcelona Guell park,Condominium,40.0,100.0,15.0,8.0,4.0,2,strict_14_with_grace_period,3,1.0,3.0,Real Bed,1.0,Spain,191,82.0
Super location - Walk to the City!,Apartment,119.0,600.0,75.0,0.0,2.0,3,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Australia,9,84.0
Designer Apartment in Sheung Wan,Apartment,1484.0,5000.0,300.0,0.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Hong Kong,18,98.0
Brooklyn Artist Loft / Fun Location,Apartment,59.0,0.0,25.0,25.0,1.0,30,strict_14_with_grace_period,3,1.0,1.0,Real Bed,1.0,United States,13,98.0
Sunny 1 or 2 BR apt in Boerum Hill,Apartment,189.0,450.0,80.0,10.0,2.0,4,strict_14_with_grace_period,3,1.0,1.0,Real Bed,1.0,United States,215,98.0
Nice Decorated Studio in Central,Townhouse,633.0,1055.0,211.0,0.0,1.0,1,moderate,4,0.0,2.0,Real Bed,1.0,Turkey,0,
Clean room in quiet area,Apartment,188.0,0.0,0.0,0.0,1.0,1,moderate,1,1.0,1.0,Real Bed,1.0,Hong Kong,27,92.0
2 Bedroom Ipanema-Copacabana,Apartment,306.0,700.0,160.0,100.0,5.0,4,moderate,5,2.0,5.0,Real Bed,1.5,Brazil,2,100.0
Holoholo Inn: Rain Forest (Priv-2),House,105.0,0.0,0.0,0.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,United States,44,98.0
Spacious and quiet duplex apartment in Poble Sec,Apartment,130.0,300.0,65.0,35.0,4.0,3,moderate,7,3.0,7.0,Real Bed,2.0,Spain,129,95.0
Twin Room With Window,Bed and breakfast,283.0,0.0,0.0,100.0,1.0,4,strict_14_with_grace_period,2,1.0,2.0,Real Bed,1.0,Hong Kong,38,95.0
Spacious 2 Bedroom: Soho/Escalator,Apartment,1703.0,0.0,400.0,100.0,4.0,2,moderate,5,2.0,3.0,Real Bed,1.0,Hong Kong,86,99.0
Alcam Colon 52 Apartment,Apartment,91.0,500.0,0.0,0.0,1.0,32,strict_14_with_grace_period,6,2.0,3.0,Real Bed,2.0,Spain,0,
Double Room,Bed and breakfast,359.0,0.0,0.0,0.0,1.0,1,flexible,1,1.0,2.0,Real Bed,1.0,Turkey,0,
A cosy room for female student,Apartment,90.0,0.0,60.0,0.0,1.0,3,moderate,1,1.0,1.0,Real Bed,1.0,Turkey,2,100.0
habitación doble tranquila con luz,Apartment,31.0,0.0,0.0,0.0,1.0,1,moderate,2,1.0,1.0,Real Bed,1.0,Spain,23,86.0
Amazing Upper West Side Loft-Studio,Loft,79.0,1000.0,100.0,20.0,2.0,30,moderate,4,1.0,1.0,Real Bed,1.0,United States,12,93.0
HAPPY TO HELP YOU,Apartment,227.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,2.0,Turkey,0,
Quiet room in central Istanbul,Apartment,95.0,0.0,60.0,36.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Turkey,0,
Big Private BR Steps to Barnard Columbia & Subways,Apartment,128.0,1500.0,75.0,45.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,United States,29,99.0
Apartamento para as olimpíadas,Apartment,746.0,0.0,75.0,0.0,1.0,7,strict_14_with_grace_period,4,2.0,3.0,Real Bed,2.0,Brazil,0,
Spacious room Kadıköy Yeldeğirmeni,Apartment,47.0,0.0,0.0,0.0,1.0,7,strict_14_with_grace_period,1,1.0,1.0,Real Bed,1.0,Turkey,1,100.0
2 Bdrm/2 Bath  Family Suite Ocean View,Condominium,325.0,300.0,350.0,25.0,6.0,2,super_strict_30,8,2.0,4.0,Real Bed,2.0,United States,103,82.0
Charming apartment in Santa Teresa,Villa,209.0,724.0,169.0,48.0,2.0,2,flexible,5,3.0,4.0,Real Bed,1.5,Brazil,7,94.0
1 or 2 rooms with private terrace in shared flat,Apartment,65.0,200.0,35.0,25.0,1.0,2,moderate,4,2.0,2.0,Real Bed,1.0,Spain,57,97.0
Burgazada da çarşıya yakın daire,Apartment,348.0,0.0,50.0,0.0,1.0,1,flexible,4,2.0,3.0,Real Bed,1.0,Turkey,22,94.0
Apartamento São Bento da Vitória 2 - Amazing view,Apartment,80.0,0.0,0.0,15.0,2.0,2,moderate,4,1.0,2.0,Real Bed,1.5,Portugal,211,98.0
Bright Inner West Terrace Value+,House,65.0,120.0,25.0,15.0,1.0,1,moderate,2,1.0,1.0,Real Bed,1.5,Australia,84,96.0
enjoy nature in Istanbul,House,359.0,0.0,0.0,60.0,2.0,2,flexible,4,2.0,2.0,Real Bed,1.0,Turkey,15,94.0
Prince Kuhio 315 ocean view steps to the beach,Apartment,234.0,0.0,141.0,0.0,2.0,1,super_strict_60,2,1.0,1.0,Real Bed,1.0,United States,4,100.0
Sugar Beach Resort 1BR Ground Floor Condo !,Condominium,239.0,0.0,193.0,0.0,1.0,4,super_strict_30,2,1.0,1.0,Real Bed,1.0,United States,0,
HUGE Bedroom in Lower East Side,Apartment,90.0,0.0,50.0,40.0,1.0,7,flexible,1,1.0,1.0,Real Bed,1.0,United States,0,
Lulapartment II,Apartment,60.0,250.0,20.0,10.0,5.0,2,strict_14_with_grace_period,7,2.0,5.0,Real Bed,1.5,Portugal,229,95.0
傳統香港房间 - 干净整洁交通便利的二人房间,Apartment,2748.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Hong Kong,0,
Spacious 3bdrm. Artsy and Perfect Location!,Apartment,1146.0,1500.0,285.0,60.0,4.0,2,strict_14_with_grace_period,5,3.0,3.0,Real Bed,1.5,Hong Kong,125,87.0
AP. EM CONDOMINIO FECHADO,Apartment,172.0,0.0,0.0,0.0,1.0,1,flexible,4,2.0,2.0,Real Bed,1.0,Brazil,0,
DOUBLE ROOM IN THE HEART OF BCN,Apartment,25.0,0.0,25.0,20.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Spain,108,90.0
"Bright, Bohemian, Spacious Apt in Williamsburg",Condominium,125.0,500.0,55.0,22.0,3.0,2,strict_14_with_grace_period,3,1.0,1.0,Real Bed,1.0,United States,16,97.0
Furnished Nolita Studio,Apartment,200.0,500.0,100.0,0.0,1.0,3,flexible,2,0.0,1.0,Real Bed,1.0,United States,0,
Midillis 202 (Double Room),Apartment,148.0,0.0,0.0,0.0,1.0,2,flexible,2,1.0,1.0,Real Bed,1.0,Turkey,24,98.0
LightHouse with Sea View,Apartment,80.0,0.0,15.0,10.0,2.0,2,moderate,2,1.0,1.0,Real Bed,1.0,Portugal,1,100.0
Beautiful in Ipanema for your Family,Apartment,351.0,1000.0,250.0,80.0,3.0,3,strict_14_with_grace_period,6,3.0,8.0,Real Bed,2.5,Brazil,4,100.0
Next to Barcelona Fair and Magic Fountain,Apartment,90.0,300.0,60.0,0.0,6.0,1,strict_14_with_grace_period,6,4.0,4.0,Real Bed,1.0,Spain,20,84.0
The Sassy Lilac Megan Love Room,House,100.0,0.0,15.0,0.0,1.0,1,moderate,2,1.0,1.0,Real Bed,1.5,United States,203,99.0
The Local Nook // Cozy Kona Hale,Guest suite,150.0,200.0,90.0,15.0,2.0,2,strict_14_with_grace_period,2,1.0,2.0,Real Bed,1.0,United States,25,96.0
Charming Private Brooklyn Bedroom,Apartment,105.0,0.0,0.0,0.0,1.0,1,moderate,1,1.0,1.0,Real Bed,1.0,United States,58,98.0
Apartamento/Loft no Flamengo,Loft,179.0,0.0,100.0,0.0,1.0,3,flexible,2,0.0,1.0,Real Bed,1.0,Brazil,0,
Nice room with queen sized bed,Apartment,30.0,0.0,20.0,0.0,1.0,30,moderate,1,1.0,1.0,Real Bed,1.5,Canada,122,88.0
MODERN CONDO WITH VIEW - GRIFFIN,Apartment,79.0,300.0,0.0,0.0,1.0,2,moderate,3,2.0,2.0,Real Bed,1.0,Canada,1,100.0
Ideal para famílias!Muita segurança,Apartment,131.0,367.0,260.0,50.0,4.0,2,moderate,6,2.0,3.0,Real Bed,2.0,Brazil,31,97.0
Private Room in Hong Kong Golden Coast,Apartment,314.0,785.0,157.0,79.0,1.0,8,flexible,1,1.0,1.0,Real Bed,1.0,Hong Kong,0,
1 BR 1/2 block to A/B/C/D trains,Apartment,48.0,200.0,30.0,15.0,1.0,7,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,United States,45,94.0
Appartement avec gymnase et sauna,Apartment,60.0,0.0,0.0,0.0,1.0,179,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Canada,0,
"Conveniently Located, Sunny Brooklyn Heights!",Apartment,150.0,150.0,75.0,25.0,1.0,30,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,United States,95,90.0
Double room with private bathroom,Apartment,38.0,0.0,19.0,8.0,1.0,32,moderate,2,1.0,1.0,Real Bed,1.0,Spain,12,98.0
*CoZy Private Williamsburg Home*,Apartment,225.0,1000.0,0.0,0.0,1.0,2,flexible,4,2.0,4.0,Real Bed,1.0,United States,94,97.0
Luxury Style Space: ideal for short or longterm!,Apartment,38.0,0.0,50.0,40.0,1.0,1,strict_14_with_grace_period,3,1.0,1.0,Real Bed,1.0,United States,75,90.0
Bright Room in Spacious Astoria Apt,Apartment,65.0,0.0,0.0,0.0,1.0,1,flexible,1,1.0,1.0,Real Bed,1.0,United States,5,96.0
"Casa ""Voltaria"", o desejo de voltar",Apartment,120.0,0.0,0.0,0.0,1.0,3,moderate,4,3.0,3.0,Real Bed,1.0,Portugal,10,93.0
"Vista magnifica mar,lagoa,montanha.",Apartment,209.0,309.0,180.0,0.0,2.0,2,moderate,4,1.0,4.0,Real Bed,1.0,Brazil,5,92.0
Tai Hang (Causeway Bay) Sunny Aprt',Apartment,761.0,0.0,250.0,200.0,3.0,2,strict_14_with_grace_period,3,2.0,2.0,Real Bed,1.0,Hong Kong,11,98.0
Habitación centro Barcelona,Apartment,25.0,0.0,10.0,0.0,1.0,1,flexible,1,1.0,1.0,Real Bed,1.0,Spain,0,
Studio Apartment w/ Private Rooftop,Apartment,903.0,0.0,0.0,0.0,1.0,3,flexible,2,0.0,1.0,Real Bed,1.0,Hong Kong,1,100.0
Fabulous occasion orange,Apartment,34.0,0.0,19.0,0.0,2.0,2,moderate,2,0.0,1.0,Real Bed,1.0,Portugal,163,94.0
Göztepe Single Room,Apartment,42.0,0.0,0.0,20.0,1.0,1,flexible,2,1.0,2.0,Real Bed,1.0,Turkey,0,
"Double Suite, with private bathroom.",Apartment,40.0,150.0,10.0,0.0,1.0,1,moderate,2,1.0,1.0,Real Bed,1.0,Spain,4,90.0
BEST REVIEWS*BEST MALLS*SAFE STAY*DIMSUM*CWB*MTR,Apartment,1492.0,1570.0,942.0,79.0,1.0,2,strict_14_with_grace_period,8,3.0,4.0,Real Bed,2.0,Hong Kong,36,83.0
,Apartment,150.0,0.0,45.0,0.0,1.0,6,strict_14_with_grace_period,3,1.0,2.0,Real Bed,1.0,Canada,1,80.0
PALMS AT WAILEA #905-2BR-REMODELED-LARGE LANAI-AC,Condominium,240.0,0.0,175.0,0.0,1.0,5,super_strict_60,6,2.0,3.0,Real Bed,2.0,United States,18,99.0
"Spacious, bright, central. AC. Rambla Catalunya",Serviced apartment,599.0,100.0,0.0,0.0,8.0,2,strict_14_with_grace_period,8,4.0,7.0,Real Bed,2.0,Spain,4,100.0
linda casa com piscina em condomínio e arrumadeira,House,399.0,0.0,0.0,0.0,1.0,5,strict_14_with_grace_period,5,2.0,3.0,Real Bed,2.5,Brazil,1,100.0
Beautiful complete 200m apt.,Apartment,3499.0,0.0,0.0,0.0,1.0,5,flexible,6,4.0,4.0,Real Bed,4.0,Brazil,0,
B. Arts IV,Apartment,50.0,0.0,0.0,0.0,1.0,2,strict_14_with_grace_period,2,1.0,1.0,Real Bed,2.0,Portugal,3,100.0
Apartamento en casco antiguo,Apartment,55.0,500.0,80.0,0.0,1.0,31,strict_14_with_grace_period,4,3.0,4.0,Real Bed,1.0,Spain,7,93.0
"Kowloon Mongkok 1812 Twin Room A, near station",Apartment,306.0,0.0,0.0,0.0,1.0,2,strict_14_with_grace_period,2,0.0,2.0,Real Bed,1.0,Hong Kong,71,91.0
Direct Oceanfront - Unit 149,Condominium,139.0,150.0,90.0,0.0,1.0,3,super_strict_30,3,0.0,1.0,Real Bed,1.0,United States,19,88.0
great Terrace&lift city center,Apartment,58.0,200.0,60.0,30.0,2.0,1,strict_14_with_grace_period,5,2.0,3.0,Real Bed,1.0,Spain,213,88.0
Cottage in Bondi/Tamarama,Chalet,242.0,0.0,107.0,0.0,1.0,5,moderate,2,1.0,1.0,Real Bed,1.0,Australia,0,
Amazing Ocean View Condo in Wailea!,Condominium,345.0,300.0,0.0,0.0,1.0,4,moderate,8,3.0,5.0,Real Bed,2.0,United States,65,98.0
Apartamento com 2 quartos Leblon,Apartment,548.0,373.0,99.0,100.0,1.0,2,flexible,4,2.0,2.0,Real Bed,1.0,Brazil,2,100.0
Cute apt in artist's home,Apartment,85.0,0.0,50.0,0.0,2.0,2,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,United States,207,87.0
Two Bed Room Spacious brand new,Apartment,124.0,200.0,20.0,0.0,1.0,1,flexible,4,2.0,2.0,Real Bed,2.0,Australia,0,
Cozy&clean room in Sisli next to subway,Apartment,158.0,0.0,26.0,105.0,1.0,1,flexible,2,1.0,1.0,Couch,1.0,Turkey,1,100.0
taksim de lux studyo,Apartment,269.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Turkey,0,
Sunny Courtyard Apartment - Sydney,Apartment,165.0,0.0,35.0,0.0,1.0,1,moderate,2,1.0,1.0,Real Bed,1.0,Australia,0,
"Spacious, Sunny Room in Park Slope",House,85.0,0.0,0.0,0.0,1.0,2,flexible,2,1.0,1.0,Real Bed,1.5,United States,1,100.0
Kiahuna 307: Corner Condo Over The Moir Gardens,Condominium,246.0,0.0,157.0,0.0,1.0,1,super_strict_60,5,1.0,3.0,Real Bed,1.0,United States,28,94.0
"Bright, sunny quite room Bushwick",Apartment,60.0,0.0,5.0,10.0,1.0,2,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,United States,2,100.0
"Cosy flat,walking distance tocenter",Apartment,190.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,2.0,Real Bed,2.0,Turkey,5,100.0
"Big, glamorous, 4BR, 3-story house",House,499.0,500.0,175.0,100.0,5.0,2,strict_14_with_grace_period,8,4.0,7.0,Real Bed,2.0,United States,104,97.0
Barra da Tijuca: cobertura ESPETACULAR,Condominium,1000.0,0.0,400.0,150.0,1.0,1,strict_14_with_grace_period,8,5.0,5.0,Real Bed,4.5,Brazil,1,100.0
Au cœur de la Petite Patrie,Apartment,115.0,0.0,0.0,0.0,1.0,1,flexible,6,2.0,4.0,Real Bed,1.0,Canada,13,94.0
Porto-amazing room with ensuite,Apartment,30.0,0.0,0.0,0.0,1.0,2,moderate,2,1.0,1.0,Real Bed,1.0,Portugal,4,100.0
3 Quartos Ipanema c/Piscina,Apartment,399.0,0.0,150.0,100.0,1.0,1,moderate,6,3.0,4.0,Real Bed,3.5,Brazil,5,100.0
Ranch Abode Loft in Bushwick,Loft,99.0,250.0,200.0,20.0,2.0,5,strict_14_with_grace_period,4,0.0,0.0,Real Bed,1.0,United States,39,89.0
ROOM + ENSUITE INNER CITY MOD HOUSE,House,125.0,0.0,0.0,60.0,1.0,2,strict_14_with_grace_period,1,1.0,1.0,Real Bed,2.0,Australia,12,88.0
6 min. walk to metro & metrobus,Apartment,100.0,1845.0,0.0,0.0,1.0,7,moderate,1,1.0,1.0,Real Bed,1.0,Turkey,0,
Museum Mile 1 BR - Madison Ave,Apartment,133.0,500.0,150.0,0.0,1.0,30,strict_14_with_grace_period,4,1.0,1.0,Real Bed,1.0,United States,7,80.0
Quarto próximo ao Estádio Olímpico,House,142.0,0.0,100.0,50.0,1.0,1,moderate,2,1.0,1.0,Real Bed,1.0,Brazil,0,
☼☼ Lovely Colorful Studio ☼☼ Tsim Sha Tsui,Apartment,502.0,800.0,100.0,0.0,1.0,1,strict_14_with_grace_period,2,0.0,1.0,Real Bed,1.0,Hong Kong,269,92.0
Room double bed $ 740 for 2 weeks,Apartment,53.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Australia,0,
Luxury 1 Bedroom Central Park Views,Condominium,1000.0,0.0,0.0,0.0,2.0,30,strict_14_with_grace_period,3,1.0,1.0,Real Bed,1.0,United States,24,98.0
Feel like home,Apartment,55.0,200.0,30.0,0.0,1.0,1,strict_14_with_grace_period,2,0.0,1.0,Real Bed,1.0,Canada,42,92.0
"Bright, Modern, Spacious Duplex Apt",Apartment,90.0,350.0,85.0,0.0,2.0,2,moderate,4,1.0,1.0,Real Bed,1.5,United States,28,98.0
Aluguel para Olimpiadas,Apartment,1000.0,10000.0,0.0,0.0,1.0,1,strict_14_with_grace_period,4,2.0,2.0,Real Bed,2.0,Brazil,0,
Cruisy apartment by the sea,Apartment,151.0,0.0,20.0,0.0,1.0,2,flexible,2,0.0,1.0,Real Bed,1.0,Australia,2,100.0
Charming and cozy condo Plateau Mt-Royal/ McGill,Condominium,68.0,0.0,25.0,10.0,2.0,2,moderate,3,0.0,1.0,Real Bed,1.0,Canada,16,98.0
Cobertura de Luxo -Olimpíadas,Apartment,2499.0,2500.0,200.0,0.0,1.0,15,strict_14_with_grace_period,8,4.0,4.0,Real Bed,7.0,Brazil,0,
"1 bedroom in Astoria, Queens",Apartment,65.0,0.0,0.0,0.0,1.0,1,flexible,1,1.0,1.0,Real Bed,1.0,United States,1,
Brand new apartment next to HKU,Apartment,550.0,0.0,100.0,0.0,1.0,2,moderate,2,1.0,1.0,Real Bed,1.0,Hong Kong,0,
STUDIO COPACABANA VISTA MAR,Other,250.0,0.0,100.0,0.0,1.0,5,moderate,4,0.0,3.0,Real Bed,1.0,Brazil,2,100.0
Spacious Four Bedroom Terrace,House,650.0,0.0,0.0,0.0,1.0,1,flexible,8,4.0,4.0,Real Bed,2.0,Australia,0,
Fresh and modern 1BR in Bed-Stuy,Apartment,79.0,250.0,80.0,0.0,1.0,2,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,United States,180,93.0
Apartamento de Luxo para Olimpíadas,Condominium,933.0,0.0,0.0,0.0,1.0,1,flexible,8,2.0,2.0,Real Bed,2.0,Brazil,0,
* Lani Beach House,House,895.0,0.0,600.0,35.0,6.0,4,strict_14_with_grace_period,8,3.0,5.0,Real Bed,2.0,United States,0,
Brick House: Unique Garden Apartment! King Bed!,Apartment,125.0,100.0,75.0,20.0,2.0,2,strict_14_with_grace_period,4,1.0,1.0,Real Bed,1.0,United States,37,94.0
Inner City Terrace - 2 rooms 2 beds - 4 ppl.,Townhouse,171.0,0.0,0.0,0.0,4.0,2,flexible,4,2.0,2.0,Real Bed,1.5,Australia,3,100.0
Wellyet Guest House@Room 2,Apartment,267.0,0.0,150.0,100.0,2.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Hong Kong,36,90.0
The Ohana at Volcanoes National Park!,Guesthouse,100.0,500.0,0.0,20.0,6.0,1,moderate,6,1.0,3.0,Real Bed,1.0,United States,385,98.0
.CidadeMaravilhosa.2017RIO,Apartment,246.0,0.0,180.0,199.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Brazil,0,
Bondi beach sunny house,House,55.0,0.0,0.0,0.0,1.0,2,flexible,1,1.0,1.0,Real Bed,1.0,Australia,1,100.0
Cozy & in the heart of Kowloon,Apartment,691.0,0.0,180.0,0.0,1.0,4,moderate,2,1.0,1.0,Real Bed,1.0,Hong Kong,3,87.0
Charming apartment with balcony,Apartment,250.0,800.0,160.0,60.0,3.0,3,strict_14_with_grace_period,5,1.0,1.0,Real Bed,1.0,Brazil,22,93.0
★Cozy doble bedroom ★Nearby Christ the Redeemer★,House,52.0,0.0,25.0,0.0,2.0,2,strict_14_with_grace_period,2,1.0,1.0,Real Bed,2.0,Brazil,76,99.0
Beyoğlunda Şirin Kullanışlı Stüdyo2,Apartment,90.0,0.0,0.0,0.0,1.0,1,moderate,2,1.0,1.0,Real Bed,1.0,Turkey,176,87.0
O charme de estar em frente à praia,Serviced apartment,548.0,2000.0,100.0,0.0,1.0,5,strict_14_with_grace_period,4,1.0,1.0,Real Bed,1.0,Brazil,2,100.0
Apartamento Centro histórico,Apartment,75.0,0.0,0.0,15.0,2.0,3,strict_14_with_grace_period,4,1.0,4.0,Real Bed,1.0,Portugal,5,96.0
Cozy and modern Lapa-studio,Apartment,112.0,373.0,131.0,0.0,1.0,3,moderate,2,1.0,2.0,Real Bed,1.0,Brazil,33,97.0
2 BR Queen Size Sunny - Nolita,Apartment,250.0,400.0,150.0,50.0,4.0,4,strict_14_with_grace_period,4,2.0,2.0,Real Bed,1.0,United States,217,94.0
Spacious bedroom with a trundle bed in Botafogo,House,317.0,560.0,0.0,0.0,1.0,2,moderate,2,1.0,2.0,Real Bed,1.5,Brazil,5,100.0
Suíte TOP frente Mar Barra posto 4 + Café da Manhã,Condominium,108.0,0.0,99.0,34.0,1.0,1,moderate,5,1.0,1.0,Real Bed,1.0,Brazil,107,98.0
Brooklyn Bushwhick Private Room,Apartment,35.0,0.0,0.0,0.0,1.0,1,flexible,1,1.0,1.0,Real Bed,1.0,United States,0,
GRACE BEAUTIFUL LOFT IN BARCELONA-At least 32 days,Apartment,60.0,200.0,80.0,0.0,2.0,31,moderate,2,1.0,1.0,Real Bed,1.0,Spain,6,65.0
Appartement 3 1/2 en résidence,Condominium,35.0,0.0,0.0,0.0,1.0,5,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Canada,2,70.0
2 BR Oceanview - Great Location!,Condominium,200.0,300.0,156.0,0.0,1.0,1,strict_14_with_grace_period,5,2.0,2.0,Real Bed,2.0,United States,17,94.0
18C.  NICE AND COZY 2 BEDROOMS. PERFECT LOCATION!,Apartment,90.0,200.0,30.0,10.0,2.0,1,moderate,4,2.0,2.0,Real Bed,1.0,Canada,93,92.0
Colourful apt in Plateau/Mile End,Apartment,75.0,200.0,55.0,10.0,4.0,3,moderate,4,1.0,2.0,Real Bed,1.0,Canada,25,99.0
Two bedroom apartment,Apartment,155.0,200.0,30.0,35.0,2.0,1,strict_14_with_grace_period,4,2.0,3.0,Real Bed,2.0,Spain,23,98.0
UNFURNISHED SPACIOUS ONE BEDROOM (-CHEAP STAY-),Apartment,70.0,500.0,16.0,0.0,2.0,3,strict_14_with_grace_period,2,1.0,2.0,Real Bed,1.0,United States,4,93.0
Renovated Modern Apartment with Cathedral Views,Apartment,199.0,150.0,20.0,65.0,4.0,4,strict_14_with_grace_period,6,3.0,5.0,Real Bed,1.5,Spain,165,97.0
Private bedroom in BORN,Apartment,30.0,0.0,0.0,10.0,1.0,4,moderate,2,1.0,1.0,Real Bed,1.0,Spain,9,97.0
Room with a gorgeous Bosphorus View,Apartment,42.0,0.0,0.0,0.0,1.0,1,flexible,1,1.0,1.0,Real Bed,1.0,Turkey,0,
BEST HOME in the BlueMosq area!,Serviced apartment,564.0,0.0,0.0,0.0,1.0,1,strict_14_with_grace_period,12,3.0,7.0,Real Bed,2.0,Turkey,18,94.0
Apto Olimpíadas praia Barra Tijuca,Condominium,3301.0,0.0,0.0,0.0,1.0,15,strict_14_with_grace_period,8,4.0,7.0,Real Bed,3.5,Brazil,0,
Artsy Downtown Studio!,Apartment,30.0,0.0,0.0,8.0,1.0,5,moderate,2,0.0,2.0,Futon,1.0,Canada,2,90.0
"Park Slope Apt:, Spacious 2 bedroom",Apartment,165.0,250.0,60.0,0.0,2.0,2,moderate,4,2.0,2.0,Real Bed,2.0,United States,23,99.0
Unit 310 Hawaiian King condo Waikik,Apartment,97.0,0.0,90.0,25.0,3.0,4,strict_14_with_grace_period,3,1.0,1.0,Real Bed,1.0,United States,39,85.0
Domus Porto Perfeito II,Apartment,85.0,0.0,0.0,0.0,1.0,2,flexible,4,2.0,3.0,Real Bed,1.0,Portugal,17,93.0
3 quartos Península Barra da Tijuca,Apartment,1600.0,0.0,0.0,0.0,1.0,1,flexible,6,3.0,3.0,Real Bed,2.0,Brazil,0,
Modern Luxury-Family Friendly Condo,Condominium,250.0,400.0,185.0,0.0,1.0,4,strict_14_with_grace_period,6,2.0,3.0,Real Bed,2.0,United States,15,89.0
Premium Exclusive house & garden Rua Almada,House,125.0,250.0,40.0,25.0,2.0,3,moderate,4,2.0,2.0,Real Bed,2.5,Portugal,22,96.0
Apartment in Tuen Mun.............,Apartment,502.0,0.0,0.0,0.0,1.0,1,flexible,1,1.0,1.0,Real Bed,1.0,Hong Kong,0,
Penthouse. Terrace.,Apartment,87.0,150.0,75.0,20.0,3.0,3,flexible,5,3.0,4.0,Real Bed,2.0,Spain,95,90.0
"Very nice location, cozy home!",Apartment,47.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Turkey,0,
"Room in apartment with beautiful view, in Botafogo",Apartment,101.0,900.0,70.0,80.0,1.0,2,moderate,2,2.0,2.0,Real Bed,2.5,Brazil,47,100.0
A1 Tradewinds Ranch House (2 story),Farm stay,350.0,300.0,350.0,50.0,8.0,3,strict_14_with_grace_period,10,3.0,6.0,Real Bed,3.0,United States,35,95.0
"Minimalist Rooms in BCN, live it.",Loft,115.0,3500.0,300.0,30.0,1.0,35,moderate,4,3.0,4.0,Real Bed,2.0,Spain,1,100.0
